,No_Die,process,Ox_Chamber,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,process 2,photo_soft_Chamber,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Process 2-1,lithography_Chamber,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Process 3,Etching_Chamber,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,process4,Chamber_Num,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,process4,Target,Error_message,Lot_Num,Wafer_Num,Datetime,path,short_path,Error
719,NOLSM603239,Oxidation,1,dry,873.033134,O2,22.26,0.211,218,708.099,Photo,2,0.8428,17.137,14.976,20.003,204.618,90.001,504.618,4092.367,5115.459,5.12,93.838,30.001,photo_li,1,49.812,G,436,542.479,110.419,Etching,1,160,1423,3631,5723,70.81,52.345,1.059,Implantation,1,1.74E+16,1.17E+15,8.20E+16,2.99E+17,6.00E+17,32503.265,105.862,932,159,Inspect,63,none,23,9,19-02-2022,12111,1211,0
720,NOLSM6042310,Oxidation,1,dry,872.5846803,O2,22.24,0.209,216,705.959,Photo,2,0.94365,16.789,14.89,19.994,205.293,90,505.293,4105.862,5132.327,5.126,93.611,30.002,photo_li,2,45.462,G,436,545.682,110.338,Etching,2,388,1515,3646,5685,70.596,52.357,1.059,Implantation,2,1.79E+16,1.79E+16,9.74E+17,2.99E+17,6.00E+17,32498.409,105.892,932,159,Inspect,228,[['Edge-Loc']],23,10,19-02-2022,12222,1222,1
721,NOLSM6052311,Oxidation,1,dry,871.957297,O2,22.23,0.21,217,706.485,Photo,2,0.88077,16.003,15.097,19.998,205.181,90,505.181,4103.612,5129.515,5.129,93.819,29.995,photo_li,3,42.44,G,436,547.698,110.332,Etching,3,373,1452,3645,5694,70.648,52.375,1.059,Implantation,3,1.39E+16,7.44E+16,3.50E+17,3.00E+17,6.00E+17,32500.055,105.938,927,159,Inspect,201,[['Edge-Loc']],23,11,19-02-2022,12333,1233,1
722,NOLSM6062312,Oxidation,1,dry,872.8915992,O2,22.24,0.209,216,705.983,Photo,3,1.01652,17.679,14.982,20.001,205.209,90,505.209,4104.19,5130.237,5.125,93.338,30.002,photo_li,1,49.83,G,436,548.749,110.185,Etching,3,354,1564,3650,5688,70.598,52.328,1.058,Implantation,3,1.63E+16,1.25E+16,9.15E+14,3.01E+17,6.00E+17,32498.838,105.821,915,159,Inspect,231,[['Loc']],23,12,19-02-2022,13133,1313,1
723,NOLSM6072313,Oxidation,1,dry,872.3145484,O2,22.24,0.208,215,704.746,Photo,3,0.9262,17.457,15.071,20.005,204.56,90,504.56,4091.194,5113.992,5.135,93.752,30.008,photo_li,2,45.629,G,436,557.687,110.149,Etching,2,225,1473,3638,5689,70.475,52.299,1.057,Implantation,2,5.49E+15,4.57E+12,7.82E+12,2.99E+17,6.00E+17,32499.975,105.747,915,159,Inspect,126,none,23,13,19-02-2022,13222,1322,0
724,NOLSM6082314,Oxidation,1,dry,873.1946729,O2,22.29,0.209,216,705.816,Photo,3,0.9605,15.881,15.043,19.997,205.12,90,505.12,4102.407,5128.009,5.131,93.608,30.008,photo_li,3,37.814,G,436,542.705,109.941,Etching,1,211,1470,3634,5692,70.582,52.238,1.056,Implantation,1,1.58E+16,1.56E+17,8.55E+17,3.00E+17,6.00E+17,32494.512,105.594,916,158,Inspect,75,none,23,14,19-02-2022,13311,1331,0
725,NOLSM6092315,Oxidation,2,dry,872.7865968,O2,22.29,0.21,217,707.218,Photo,1,0.73711,17.368,14.975,20.004,205.125,90,505.125,4102.503,5128.129,5.13,93.05,29.995,photo_li,1,38.76,G,436,543.717,109.367,Etching,1,147,1437,3637,5720,70.722,52.156,1.054,Implantation,1,1.31E+16,8.52E+13,7.13E+12,3.00E+17,6.00E+17,32501.652,105.389,915,158,Inspect,84,none,23,15,19-02-2022,21111,2111,0
726,NOLSM6102316,Oxidation,2,dry,872.7637573,O2,22.22,0.21,217,706.868,Photo,1,1.05435,16.322,15.039,19.995,203.938,89.999,503.938,4078.756,5098.445,5.097,93.164,29.997,photo_li,2,35.724,G,436,552.836,109.359,Etching,2,334,1558,3650,5690,70.687,51.894,1.047,Implantation,2,1.02E+16,3.38E+16,1.57E+17,3.00E+17,6.00E+17,32500.528,104.736,914,157,Inspect,225,[['Edge-Loc']],23,16,19-02-2022,21222,2122,1
727,NOLSM6112317,Oxidation,2,dry,872.0635933,O2,22.21,0.209,216,706.445,Photo,1,0.81583,17.133,14.954,20.001,204.219,90,504.219,4084.385,5105.482,5.111,93.08,30.004,photo_li,3,34.701,G,436,550.608,109.383,Etching,3,388,1553,3655,5717,70.644,51.915,1.048,Implantation,3,1.55E+16,6.97E+16,1.91E+16,3.00E+17,6.00E+17,32496.56,104.788,911,157,Inspect,270,[['Center']],23,17,19-02-2022,21333,2133,1
728,NOLSM6122318,Oxidation,2,dry,871.5083911,O2,22.2,0.207,214,703.86,Photo,2,1.05078,17.689,15.003,20.002,203.628,90,503.628,4072.55,5090.688,5.091,92.815,30.013,photo_li,2,37.626,G,436,559.091,109.39,Etching,2,242,1492,3637,5702,70.386,51.933,1.048,Implantation,2,5.19E+15,9.55E+15,9.60E+15,3.00E+17,6.00E+17,32502.771,104.833,910,157,Inspect,105,none,23,18,19-02-2022,22222,2222,0
729,NOLSM6132319,Oxidation,2,dry,872.6973433,O2,22.19,0.208,215,704.941,Photo,2,0.4283,16.509,14.97,20,203.299,89.999,503.299,4065.979,5082.474,5.086,92.897,30.004,photo_li,3,55.04,H,405,510.691,109.307,Etching,1,212,1367,3636,5714,70.494,51.884,1.047,Implantation,1,1.60E+16,1.39E+17,2.80E+17,3.00E+17,6.00E+17,32498.839,104.711,909,157,Inspect,87,none,23,19,19-02-2022,22311,2231,0
730,NOLSM6142320,Oxidation,2,dry,872.2289436,O2,22.19,0.207,214,703.94,Photo,3,0.93518,16.217,14.992,19.998,203.69,90,503.69,4073.803,5092.254,5.093,92.752,29.997,photo_li,1,47.455,H,405,503.094,109.195,Etching,1,248,1436,3637,5719,70.394,51.873,1.047,Implantation,1,2.36E+15,2.31E+16,4.25E+16,3.01E+17,6.00E+17,32502.896,104.683,909,157,Inspect,105,none,23,20,19-02-2022,23111,2311,0
731,NOLSM6152321,Oxidation,2,dry,872.4912831,O2,22.17,0.209,216,705.549,Photo,3,1.05747,16.677,15.042,20,203.298,90.001,503.298,4065.969,5082.461,5.1,93.211,30.016,photo_li,2,48.975,H,405,516.917,109.359,Etching,2,225,1426,3640,5700,70.555,51.85,1.046,Implantation,2,1.65E+16,5.78E+16,4.74E+17,3.01E+17,6.00E+17,32495.958,104.625,909,157,Inspect,123,none,23,21,19-02-2022,23222,2322,0
732,NOLSM6162322,Oxidation,2,dry,872.4140677,O2,22.2,0.209,216,705.637,Photo,3,0.79169,16.707,14.97,20,204.211,89.999,504.211,4084.223,5105.279,5.104,93.215,30.001,photo_li,3,53.36,H,405,505.848,109.766,Etching,3,136,1297,3635,5709,70.564,51.875,1.047,Implantation,3,1.51E+16,1.18E+17,2.29E+17,3.00E+17,6.00E+17,32298.677,104.688,911,157,Inspect,72,none,23,22,19-02-2022,23333,2333,0
733,NOLSM6172323,Oxidation,3,dry,872.8173606,O2,22.22,0.212,219,708.419,Photo,1,1.09666,16.972,14.841,19.997,204.338,89.999,504.338,4086.75,5108.438,5.111,93.545,30.005,photo_li,1,45.079,H,405,504.537,109.778,Etching,3,183,1332,3640,5701,70.842,52.051,1.051,Implantation,3,1.71E+16,7.19E+16,1.27E+17,3.01E+17,6.00E+17,32299.497,105.127,913,158,Inspect,99,none,23,23,19-02-2022,31133,3113,0
734,NOLSM6182324,Oxidation,3,dry,872.300185,O2,22.22,0.21,217,707.023,Photo,1,0.99181,16.836,14.969,19.999,204.893,90,504.893,4097.866,5122.333,5.124,93.389,30.005,photo_li,2,46.403,H,405,506.203,110.012,Etching,2,276,1410,3635,5703,70.702,52.072,1.052,Implantation,2,7.25E+15,6.24E+16,1.58E+17,3.01E+17,6.00E+17,32302.108,105.179,917,158,Inspect,75,none,23,24,19-02-2022,31222,3122,0
735,NOLSM6192325,Oxidation,3,dry,873.0254554,O2,22.24,0.212,219,708.778,Photo,1,0.93335,17.286,14.938,20,204.578,90,504.578,4091.565,5114.456,5.12,93.827,30.002,photo_li,3,55.019,H,405,507.611,110.257,Etching,1,363,1475,3652,5728,70.878,52.119,1.053,Implantation,1,4.54E+15,2.17E+16,1.42E+16,3.01E+17,6.00E+17,32300.693,105.296,917,158,Inspect,225,[['Near-full']],23,25,19-02-2022,31311,3131,1
736,NOLSM6202326,Oxidation,3,dry,873.2831139,O2,22.25,0.212,219,708.823,Photo,2,0.55253,16.91,15.023,20,205.638,90.001,505.638,4112.762,5140.952,5.134,93.553,30.003,photo_li,1,45.496,H,405,502.756,110.147,Etching,1,154,1361,3634,5723,70.882,52.226,1.056,Implantation,1,4.53E+15,5.58E+15,9.75E+16,3.03E+17,6.00E+17,32301.248,105.564,916,158,Inspect,51,none,23,26,19-02-2022,32111,3211,0
737,NOLSM6212327,Oxidation,3,dry,873.1587753,O2,22.24,0.213,220,709.902,Photo,2,0.75587,16.647,15.065,20.001,204.862,90,504.862,4097.245,5121.557,5.13,93.672,29.993,photo_li,2,43.429,H,405,494.07,110.168,Etching,2,330,1487,3649,5713,70.99,52.176,1.054,Implantation,2,5.9E+15,4.67E+15,7.69E+15,3.01E+17,6.00E+17,32305.226,105.439,916,158,Inspect,186,none,23,27,19-02-2022,32222,3222,0
738,NOLSM824182,Oxidation,2,wet,1059.926315,H2O,30.78,0.199,85,713.701,Photo,1,1.12362,15.502,14.893,20.001,197.135,90.001,502.391,4046.579,4869.066,5.049,93.689,29.997,photo_li,1,53.342,H,405,505.765,110.496,Etching,1,340,1601,3666,5709,69.932,50.963,1.027,Implantation,1,6.78E+15,9.95E+16,7.23E+17,3.01E+17,6.00E+17,32300.805,104.134,888,154,Inspect,140,none,4,28,20-02-2022,21111,2111,0
739,NOLSM834283,Oxidation,2,dry,1052.517581,O2,29.54,0.217,172,731.528,Photo,1,1.62494,15.465,14.915,20.002,197.621,90,507.183,4136.72,5019,5.008,92.986,30.012,photo_li,1,31.877,H,405,561.132,106.356,Etching,2,351,1687,3677,5732,72.414,50.936,1.041,Implantation,2,1.05E+16,1.09E+17,4.54E+17,2.99E+17,6.00E+17,33029.239,103.788,873,154,Inspect,144,none,4,29,20-02-2022,21122,2112,0
740,NOLSM844384,Oxidation,2,dry,1099.550353,O2,36.28,0.207,53,714.837,Photo,1,1.18246,16.454,14.998,20.004,197.925,90.001,501.286,4083.354,4977.04,4.99,92.681,30.014,photo_li,1,34.537,G,436,498.878,107.259,Etching,3,39,1410,3625,5720,71.033,50.145,0.99,Implantation,3,6.88E+15,1.21E+17,7.21E+17,3.00E+17,6.00E+17,31635.027,104.716,914,155,Inspect,33,none,4,30,20-02-2022,21133,2113,0
741,NOLSM854485,Oxidation,2,dry,1121.758576,O2,30.79,0.205,122,709.829,Photo,1,1.22609,15.252,15.127,19.999,199.037,90,503.396,3980.806,5002.594,5.022,92.926,30.005,photo_li,1,40.392,H,405,530.042,107.832,Etching,1,386,1413,3631,5701,71.137,52.023,1.015,Implantation,1,3.94E+15,7.71E+16,5.76E+17,3.02E+17,6.00E+17,33163.807,102.964,905,154,Inspect,60,none,4,31,20-02-2022,21111,2111,0
742,NOLSM864586,Oxidation,2,dry,1052.321218,O2,37.12,0.212,89,696.904,Photo,1,1.81419,15.583,14.976,19.993,198.398,89.999,501.423,4052.657,4994.874,4.942,91.783,29.996,photo_li,1,55.102,H,405,523.904,104.924,Etching,2,298,1612,3656,5715,71.234,51.378,1.042,Implantation,2,1.18E+16,1.07E+17,7.45E+17,3.02E+17,6.00E+17,31931.086,103.914,884,156,Inspect,102,none,4,32,20-02-2022,21122,2112,0
743,NOLSM874687,Oxidation,2,wet,992.8447136,H2O,32.08,0.206,84,716.66,Photo,1,1.89693,15.093,15.116,19.997,198.768,90,501.079,4104.308,5050.626,4.937,93.257,30.007,photo_li,1,42.673,H,405,519.77,108.385,Etching,3,110,1520,3635,5716,71.249,51.374,1.025,Implantation,3,1.06E+16,4.98E+16,4.15E+17,3.02E+17,6.00E+17,30826.011,103.975,903,154,Inspect,35,none,4,33,20-02-2022,21133,2113,0
744,NOLSM884788,Oxidation,2,wet,1202.769749,H2O,27.33,0.203,145,713.775,Photo,1,0.69938,16.544,14.976,20.002,202.059,90,501.572,4001.948,5009.968,5.041,89.432,30,photo_li,1,39.994,I,365,573.108,107.338,Etching,1,308,1510,3675,5717,71.169,51.573,1.039,Implantation,1,1.10E+16,9.53E+16,4.36E+17,2.99E+17,6.00E+17,30499.847,99.312,898,153,Inspect,169,none,4,34,20-02-2022,21111,2111,0
745,NOLSM894889,Oxidation,2,dry,981.1331958,O2,34.15,0.201,143,696.528,Photo,1,1.59225,18.276,14.928,20.003,203.143,90,497.102,3944.298,4956.409,4.993,91.804,29.996,photo_li,1,53.953,G,436,510.206,106.294,Etching,2,392,1456,3682,5714,71.153,50.945,1.038,Implantation,2,1.47E+16,1.43E+17,7.34E+17,3.02E+17,6.00E+17,30703.662,101.088,880,155,Inspect,167,none,4,35,20-02-2022,21122,2112,0
746,NOLSM904990,Oxidation,2,dry,1052.621315,O2,35.06,0.215,16,711.408,Photo,1,1.31378,14.747,15.003,19.996,202.415,90,500.154,4061.166,4931.613,5.179,92.234,30.006,photo_li,1,39.513,H,405,528.284,110.137,Etching,3,488,1416,3662,5713,71.196,51.698,1.037,Implantation,3,2.11E+16,1.20E+17,1.18E+18,3.04E+17,6.00E+17,32324.756,103.759,872,153,Inspect,110,none,4,36,20-02-2022,21133,2113,0
747,NOLSM9141091,Oxidation,2,wet,1085.565098,H2O,35.85,0.205,137,719.537,Photo,1,1.15596,16.144,14.954,19.997,202.79,90,501.394,4022.634,5101.341,5.132,89.756,30.003,photo_li,2,60.292,H,405,499.72,105.615,Etching,1,515,1494,3690,5694,71.174,51.168,1.05,Implantation,1,1.35E+16,1.13E+17,6.37E+17,3.00E+17,6.00E+17,31924.552,104.32,902,155,Inspect,214,[['Edge-Loc']],4,37,20-02-2022,21211,2121,1
748,NOLSM9241192,Oxidation,2,dry,955.924642,O2,34.93,0.192,48,714.554,Photo,1,1.67849,14.764,15.196,20,202.86,90,496.487,4001.361,4999.136,5.119,94.657,29.996,photo_li,2,39.894,G,436,478.819,109.143,Etching,2,261,1300,3646,5723,71.287,50.748,1.051,Implantation,2,1.03E+16,9.43E+16,3.09E+17,2.99E+17,6.00E+17,31500.526,101.507,888,154,Inspect,64,none,4,38,20-02-2022,21222,2122,0
749,NOLSM9441394,Oxidation,2,wet,1138.048306,H2O,28.3,0.223,94,717.055,Photo,1,1.25348,15.288,15.04,19.994,202.281,90.001,495.986,3957.086,5041.291,4.863,90.859,29.999,photo_li,2,39.017,H,405,502.903,106.812,Etching,1,181,1296,3635,5712,71.164,50.932,1.058,Implantation,1,9.47E+15,1.05E+17,5.93E+17,3.00E+17,6.00E+17,30475.756,103.195,912,154,Inspect,56,none,4,40,20-02-2022,21211,2121,0
750,NOLSM9541495,Oxidation,2,wet,1107.993823,H2O,37.71,0.211,67,719.217,Photo,1,1.31988,16.749,14.894,20.002,202.312,90,500.442,4087.957,4932.401,4.941,91.743,29.996,photo_li,2,53.58,H,405,536.199,105.884,Etching,2,388,1488,3675,5727,71.119,51.579,1.021,Implantation,2,9.25E+15,1.27E+17,4.65E+17,2.99E+17,6.00E+17,31478.739,100.492,899,153,Inspect,110,none,4,41,20-02-2022,21222,2122,0
751,NOLSM9641596,Oxidation,2,wet,1066.121691,H2O,33.68,0.209,70,705.754,Photo,1,1.40215,13.759,15.036,19.99,203.616,89.999,502.263,4025.484,4946.118,4.993,93.026,30.012,photo_li,2,22.465,H,405,489.102,110.385,Etching,3,242,1469,3684,5716,71.256,50.9,1.038,Implantation,3,1.58E+16,1.39E+17,1.06E+18,3.01E+17,6.00E+17,32446.139,100.612,885,154,Inspect,115,none,4,42,20-02-2022,21233,2123,0
752,NOLSM9741697,Oxidation,2,dry,882.9253559,O2,44.49,0.208,74,713.42,Photo,1,1.15753,15.035,15.196,20.002,198.02,90,503.423,4036.876,5071.191,5.014,90.066,30.01,photo_li,2,57.174,I,365,538.272,107.553,Etching,1,382,1495,3663,5727,71.402,50.65,1.027,Implantation,1,1.26E+16,1.16E+17,6.68E+17,3.01E+17,6.00E+17,32346.097,103.385,908,156,Inspect,64,none,4,43,20-02-2022,21211,2121,0
753,NOLSM9841798,Oxidation,2,dry,1218.223115,O2,30.89,0.206,74,711.44,Photo,1,1.42035,13.455,14.799,20,202.098,90,498.509,4014.071,5026.831,4.983,92.533,30.001,photo_li,2,31.144,G,436,491.954,108.461,Etching,2,285,1507,3630,5718,71.287,50.433,1.047,Implantation,2,9.16E+15,1.49E+17,8.97E+17,2.98E+17,6.00E+17,31900.559,102.263,861,153,Inspect,78,none,4,44,20-02-2022,21222,2122,0
754,NOLSM9941899,Oxidation,2,dry,1037.0509,O2,36.17,0.209,116,712.1,Photo,1,0.79936,15.751,14.906,20.003,199.508,89.999,495.402,3985.686,5047.814,5.058,94.438,30.01,photo_li,2,53.63,H,405,489.477,106.659,Etching,3,334,1295,3686,5688,72.783,51.061,1.045,Implantation,3,1.71E+16,1.23E+17,5.05E+17,2.99E+17,6.00E+17,32068.136,104.884,916,154,Inspect,201,[['Edge-Loc']],4,45,20-02-2022,21233,2123,1
755,NOLSM100419100,Oxidation,2,dry,1054.129737,O2,33.55,0.194,80,701.46,Photo,1,1.28498,13.394,15.181,20,194.798,90.001,494.517,4047.541,5026.456,5.101,92.813,30.001,photo_li,3,38.097,H,405,507.892,108.504,Etching,1,357,1411,3668,5720,72.288,50.875,1.036,Implantation,1,1.58E+16,1.02E+17,1.20E+18,3.03E+17,6.00E+17,31575.591,101.321,916,149,Inspect,110,none,4,46,20-02-2022,21311,2131,0
756,NOLSM101420101,Oxidation,2,wet,1132.517605,H2O,41.09,0.201,83,697.565,Photo,1,1.78377,17.708,15.055,20,197.427,90.001,498.307,3955.393,4927.405,5.035,93.802,30.008,photo_li,3,35.821,G,436,506.668,109.795,Etching,2,405,1584,3660,5732,70.823,50.187,1.036,Implantation,2,1.88E+16,1.91E+17,6.98E+17,3.02E+17,6.00E+17,32022.906,104.284,907,155,Inspect,102,none,4,47,20-02-2022,21322,2132,0
757,NOLSM102421102,Oxidation,2,dry,1052.901832,O2,38.07,0.2,95,713.144,Photo,1,1.21178,13.298,15.13,19.995,202.189,90.001,505.859,4062.804,4917.206,4.979,90.63,29.997,photo_li,3,49.151,I,365,519.983,106.731,Etching,3,373,1385,3632,5744,68.61,51.038,1.07,Implantation,3,1.06E+16,1.33E+17,7.14E+17,3.01E+17,6.00E+17,30933.42,101.024,898,155,Inspect,68,none,4,48,20-02-2022,21333,2133,0
758,NOLSM103422103,Oxidation,2,dry,1022.941822,O2,30.38,0.216,96,722.552,Photo,1,1.43097,18.056,14.958,20.001,199.058,90.001,502.416,4071.633,5190.079,4.868,92.222,29.996,photo_li,3,35.215,H,405,538.703,109.041,Etching,1,389,1373,3648,5707,68.215,51.024,1.045,Implantation,1,9.57E+15,1.21E+17,5.31E+17,3.01E+17,6.00E+17,31425.431,101.158,877,155,Inspect,95,none,4,49,20-02-2022,21311,2131,0
759,NOLSM104423104,Oxidation,2,dry,1071.06364,O2,29.19,0.206,82,700.946,Photo,1,1.43993,12.997,15.085,19.994,205.939,90,502.749,3985.677,4960.439,4.933,92.242,30.011,photo_li,3,48.353,G,436,545.009,109.881,Etching,2,301,1434,3681,5723,70.769,51.312,1.027,Implantation,2,1.68E+16,1.26E+17,3.54E+17,3.01E+17,6.00E+17,32261.627,102.808,898,155,Inspect,102,none,4,50,20-02-2022,21322,2132,0
760,NOLSM105424105,Oxidation,2,dry,1071.666529,O2,33.59,0.206,89,712.311,Photo,1,0.75558,15.469,15.181,19.997,194.411,90.001,502.125,3978.724,5044.471,4.922,92.307,30.001,photo_li,3,41.355,G,436,510.479,105.87,Etching,3,361,1532,3673,5701,71.02,51.082,1.05,Implantation,3,1.75E+16,1.73E+17,7.73E+17,3.01E+17,6.00E+17,32507.325,102.652,889,159,Inspect,121,none,4,51,20-02-2022,21333,2133,0
761,NOLSM106425106,Oxidation,2,wet,977.0408989,H2O,28.78,0.198,51,709.928,Photo,1,1.12382,15.226,14.986,20,197.806,90,499.319,4056.014,4900.137,5.02,94.282,29.99,photo_li,3,40.31,G,436,520.21,107.258,Etching,1,254,1412,3655,5748,70.076,50.464,1.015,Implantation,1,7.3E+15,5.36E+16,5.48E+17,3.01E+17,6.00E+17,31857.972,103.834,916,153,Inspect,40,none,4,52,20-02-2022,21311,2131,0
762,NOLSM107426107,Oxidation,2,dry,1214.526668,O2,31.72,0.204,141,720.435,Photo,1,1.01686,16.107,15.021,19.995,205.928,89.999,505.745,4029.12,5034.715,4.995,90.466,30.002,photo_li,3,37.515,I,365,492.446,108.763,Etching,2,331,1494,3666,5729,70.284,51.916,1.042,Implantation,2,7.65E+15,1.34E+17,9.58E+17,3.00E+17,6.00E+17,30998.017,103.704,905,155,Inspect,79,none,4,53,20-02-2022,21322,2132,0
763,NOLSM108427108,Oxidation,2,wet,1133.64171,H2O,39.92,0.217,82,707.316,Photo,1,1.0636,18.554,14.882,19.995,203.542,90.001,494.887,3971.194,4989.248,5.019,93.629,29.997,photo_li,3,46.075,G,436,494.534,109.104,Etching,3,413,1519,3657,5733,71.439,51.98,1.045,Implantation,3,7.7E+15,1.17E+17,9.96E+17,3.00E+17,6.00E+17,31665.596,102.212,916,155,Inspect,146,none,4,54,20-02-2022,21333,2133,0
764,NOLSM622241622,Oxidation,2,dry,888.5530146,O2,22.23,0.212,32,709.099,Photo,3,0.95293,17.53,15.061,20,205.173,90,505.173,4103.453,5129.316,5.134,93.185,29.997,photo_li,1,52.835,H,405,503.96,109.546,Etching,1,367,1441,3652,5695,70.91,52.172,1.054,Implantation,1,1.48E+16,3.70E+16,2.5E+14,3.01E+17,6.00E+17,32298.709,105.43,915,158,Inspect,219,[['Edge-Loc']],24,28,20-02-2022,23111,2311,1
765,NOLSM623242623,Oxidation,2,dry,889.6320225,O2,22.23,0.212,31,709.007,Photo,3,1.03682,16.23,14.939,19.993,195.579,90,504.18,4083.593,5104.492,5.087,93.138,29.996,photo_li,1,49.03,H,405,516.232,109.044,Etching,2,228,1441,3637,5711,70.901,51.699,1.042,Implantation,2,1.54E+16,5.57E+15,7.82E+17,2.99E+17,6.00E+17,32297.701,104.247,911,156,Inspect,63,none,24,29,20-02-2022,23122,2312,0
766,NOLSM624243624,Oxidation,2,dry,884.0634177,O2,22.24,0.211,32,707.54,Photo,3,0.95435,17.616,15.032,20.001,196.382,90,503.978,4079.562,5099.453,5.109,93.073,29.996,photo_li,1,49.301,H,405,505.089,109.058,Etching,3,188,1402,3635,5692,70.754,51.774,1.044,Implantation,3,8.28E+15,2.36E+16,2.74E+15,3.00E+17,6.00E+17,32299.957,104.436,910,157,Inspect,57,none,24,30,20-02-2022,23133,2313,0
767,NOLSM625244625,Oxidation,2,dry,880.9400558,O2,22.25,0.211,30,708.313,Photo,3,0.86919,17.042,15.05,20,196.599,90,503.734,4074.671,5093.339,5.093,93.091,29.997,photo_li,1,53.793,H,405,502.762,109.073,Etching,1,185,1361,3635,5728,70.831,51.724,1.043,Implantation,1,5.33E+15,2.76E+16,2.90E+16,3.01E+17,6.00E+17,32298.502,104.309,910,156,Inspect,51,none,24,31,20-02-2022,23111,2311,0
768,NOLSM626245626,Oxidation,2,dry,874.2736673,O2,32.8,0.211,28,707.85,Photo,3,0.75649,16.577,14.964,19.999,197.555,90,504.015,4080.294,5100.367,5.104,93.02,29.994,photo_li,1,48.297,H,405,503.169,109.068,Etching,2,136,1406,3637,5729,70.785,51.737,1.043,Implantation,2,1.23E+16,1.17E+17,7.12E+17,2.99E+17,6.00E+17,32302.461,104.342,910,157,Inspect,81,none,24,32,20-02-2022,23122,2312,0
769,NOLSM627246627,Oxidation,2,dry,884.6184382,O2,31.86,0.212,31,708.55,Photo,3,0.87141,16.733,14.897,20.001,197.98,89.999,503.882,4077.646,5097.058,5.094,93.141,29.989,photo_li,1,53.493,H,405,498.389,109.016,Etching,3,114,1430,3634,5686,70.855,51.741,1.044,Implantation,3,4.92E+15,3.51E+16,4.24E+15,3.00E+17,6.00E+17,32300.319,104.353,910,157,Inspect,33,none,24,33,20-02-2022,23133,2313,0
770,NOLSM628247628,Oxidation,2,dry,889.9376387,O2,39.51,0.211,30,695.764,Photo,3,1.05343,16.76,14.954,20,197.183,90,503.626,4072.53,5090.662,5.084,92.834,30.005,photo_li,1,48.595,H,405,510.306,109.055,Etching,1,168,1304,3636,5709,70.82,51.738,1.043,Implantation,1,2.16E+16,2.02E+17,1.16E+18,3.00E+17,6.00E+17,32300.86,104.344,909,157,Inspect,66,none,24,34,20-02-2022,23111,2311,0
771,NOLSM629248629,Oxidation,2,dry,881.441599,O2,32.88,0.217,27,713.448,Photo,3,0.62371,17.549,15.014,20.006,197.908,90,506.999,4139.977,5174.972,5.156,93.656,29.999,photo_li,1,55.968,H,405,509.604,110.289,Etching,2,189,1371,3640,5721,71.345,52.448,1.061,Implantation,2,6.14E+15,17434023167,510167093.4,3.00E+17,6.00E+17,32296.362,106.121,909,159,Inspect,48,none,24,35,20-02-2022,23122,2312,0
772,NOLSM630249630,Oxidation,2,dry,873.9403147,O2,38.11,0.215,27,711.889,Photo,3,0.96914,17.399,14.956,20.004,197.135,90,505.161,4103.221,5129.026,5.144,93.213,30.005,photo_li,1,46.246,H,405,510.506,109.876,Etching,3,153,1411,3642,5726,71.189,52.372,1.059,Implantation,3,1.52E+16,6.97E+14,2.54E+12,3.00E+17,6.00E+17,32303.654,105.93,910,159,Inspect,90,none,24,36,20-02-2022,23133,2313,0
773,NOLSM6312410631,Oxidation,2,dry,880.177172,O2,39.93,0.215,27,711.589,Photo,3,1.12588,17.477,15.047,19.995,197.621,90,504.166,4083.317,5104.146,5.124,93.62,30.016,photo_li,2,50.42,H,405,508.17,110.493,Etching,1,294,1462,3646,5689,71.159,52.223,1.056,Implantation,1,1.47E+16,9.32E+16,3.76E+17,3.00E+17,6.00E+17,32302.162,105.558,909,158,Inspect,126,none,24,37,20-02-2022,23211,2321,0
774,NOLSM6322411632,Oxidation,2,dry,879.066718,O2,35.63,0.2,24,711.408,Photo,3,0.92269,16.996,14.92,20,197.925,90,505.113,4102.262,5127.827,5.134,93.951,29.99,photo_li,2,50.833,H,405,494.681,110.65,Etching,2,385,1471,3652,5705,71.141,52.251,1.056,Implantation,2,1.27E+16,4.37E+16,1.65E+16,3.00E+17,6.00E+17,32300.976,105.627,909,158,Inspect,84,none,24,38,20-02-2022,23222,2322,0
775,NOLSM6332412633,Oxidation,2,dry,884.4184366,O2,28.6,0.194,23,711.541,Photo,3,0.94531,16.911,15.025,19.995,199.037,90,505.405,4108.105,5135.131,5.115,92.885,29.994,photo_li,2,47.903,H,405,514.739,109.223,Etching,3,203,1421,3640,5705,71.154,52.104,1.053,Implantation,3,1.79E+16,1.41E+17,1.00E+18,3.01E+17,6.00E+17,32299.379,105.26,909,158,Inspect,30,none,24,39,20-02-2022,23233,2323,0
