No_Die,Lot_Num,Wafer_Num,Ox_Chamber,photo_soft_Chamber,lithography_Chamber,Etching_Chamber,Chamber_Num,Error_message,Error,Short_Path,Path,Target,Datetime
NOLSM6531165,3,38,1,3,2,2,2,none,1,1322,13222,87,19-02-2022
NOLSM6631266,3,39,1,3,2,3,3,none,1,1323,13233,155,19-02-2022
NOLSM6731367,3,40,1,3,2,1,1,none,1,1321,13211,84,19-02-2022
NOLSM6931569,3,42,1,3,2,3,3,none,1,1323,13233,193,19-02-2022
NOLSM7031670,3,43,1,3,2,1,1,none,1,1321,13211,70,19-02-2022
NOLSM7131771,3,44,1,3,2,2,2,none,1,1322,13222,95,19-02-2022
NOLSM7231872,3,45,1,3,2,3,3,none,1,1323,13233,142,19-02-2022
NOLSM7331973,3,46,1,3,3,1,1,none,1,1331,13311,115,19-02-2022
NOLSM7432074,3,47,1,3,3,2,2,none,1,1332,13322,64,19-02-2022
NOLSM7532175,3,48,1,3,3,3,3,none,1,1333,13333,113,19-02-2022
NOLSM7632276,3,49,1,3,3,1,1,none,1,1331,13311,87,19-02-2022
NOLSM7732377,3,50,1,3,3,2,2,none,1,1332,13322,160,19-02-2022
NOLSM7832478,3,51,1,3,3,3,3,none,1,1333,13333,121,19-02-2022
NOLSM7932579,3,52,1,3,3,1,1,none,1,1331,13311,79,19-02-2022
NOLSM8032680,3,53,1,3,3,2,2,none,1,1332,13322,127,19-02-2022
NOLSM8132781,3,54,1,3,3,3,3,none,1,1333,13333,88,19-02-2022
NOLSM595231595,23,28,2,2,1,1,1,none,1,2211,22111,30,19-02-2022
NOLSM596232596,23,29,2,2,1,2,2,none,1,2212,22122,48,19-02-2022
NOLSM597233597,23,30,2,2,1,3,3,none,1,2213,22133,15,19-02-2022
NOLSM598234598,23,31,2,2,1,1,1,none,1,2211,22111,75,19-02-2022
NOLSM599235599,23,32,2,2,1,2,2,none,1,2212,22122,138,19-02-2022
NOLSM600236600,23,33,2,2,1,3,3,none,1,2213,22133,54,19-02-2022
NOLSM601237601,23,34,2,2,1,1,1,none,1,2211,22111,84,19-02-2022
NOLSM602238602,23,35,2,2,1,2,2,none,1,2212,22122,30,19-02-2022
NOLSM603239603,23,36,2,2,1,3,3,none,1,2213,22133,48,19-02-2022
NOLSM6042310604,23,37,2,2,2,1,1,none,1,2221,22211,15,19-02-2022
NOLSM6052311605,23,38,2,2,2,2,2,[['Edge-Loc']],0,2222,22222,201,19-02-2022
NOLSM6062312606,23,39,2,2,2,3,3,[['Loc']],0,2223,22233,231,19-02-2022
NOLSM6072313607,23,40,2,2,2,1,1,none,1,2221,22211,126,19-02-2022
NOLSM6082314608,23,41,2,2,2,2,2,none,1,2222,22222,75,19-02-2022
NOLSM6092315609,23,42,2,2,2,3,3,none,1,2223,22233,84,19-02-2022
NOLSM6102316610,23,43,2,2,2,1,1,[['Edge-Loc']],0,2221,22211,225,19-02-2022
NOLSM6112317611,23,44,2,2,2,2,2,[['Center']],0,2222,22222,270,19-02-2022
NOLSM6122318612,23,45,2,2,2,3,3,none,1,2223,22233,105,19-02-2022
NOLSM6132319613,23,46,2,2,3,1,1,none,1,2231,22311,87,19-02-2022
NOLSM6142320614,23,47,2,2,3,2,2,none,1,2232,22322,105,19-02-2022
NOLSM6152321615,23,48,2,2,3,3,3,none,1,2233,22333,123,19-02-2022
NOLSM6162322616,23,49,2,2,3,1,1,none,1,2231,22311,72,19-02-2022
NOLSM6172323617,23,50,2,2,3,2,2,none,1,2232,22322,99,19-02-2022
NOLSM6182324618,23,51,2,2,3,3,3,none,1,2233,22333,75,19-02-2022
NOLSM6192325619,23,52,2,2,3,1,1,[['Near-full']],0,2231,22311,225,19-02-2022
NOLSM6202326620,23,53,2,2,3,2,2,none,1,2232,22322,51,19-02-2022
NOLSM6212327621,23,54,2,2,3,3,3,none,1,2233,22333,186,19-02-2022
NOLSM5531,3,1,1,2,1,1,1,none,1,1211,12111,115,19-02-2022
NOLSM5632,3,2,1,2,2,2,2,none,1,1222,12222,190,19-02-2022
NOLSM5733,3,3,1,2,3,3,3,none,1,1233,12333,76,19-02-2022
NOLSM5834,3,4,1,3,2,2,2,[['Edge-Loc']],0,1322,13222,227,19-02-2022
NOLSM5935,3,5,1,3,3,1,1,none,1,1331,13311,102,19-02-2022
NOLSM6036,3,6,2,1,1,1,1,none,1,2111,21111,121,19-02-2022
NOLSM6137,3,7,2,1,2,2,2,none,1,2122,21222,98,19-02-2022
NOLSM6238,3,8,2,1,3,3,3,none,1,2133,21333,99,19-02-2022
NOLSM6339,3,9,2,2,2,2,2,none,1,2222,22222,75,19-02-2022
NOLSM64310,3,10,2,2,3,1,1,none,1,2231,22311,181,19-02-2022
NOLSM65311,3,11,2,3,1,1,1,none,1,2311,23111,87,19-02-2022
NOLSM66312,3,12,2,3,2,2,2,none,1,2322,23222,155,19-02-2022
NOLSM67313,3,13,2,3,3,3,3,none,1,2333,23333,84,19-02-2022
NOLSM69315,3,15,3,1,3,1,1,none,1,3131,31311,193,19-02-2022
NOLSM70316,3,16,3,2,1,1,1,none,1,3211,32111,70,19-02-2022
NOLSM71317,3,17,3,2,2,2,2,none,1,3222,32222,95,19-02-2022
NOLSM72318,3,18,3,2,3,3,3,none,1,3233,32333,142,19-02-2022
NOLSM73319,3,19,3,3,1,3,3,none,1,3313,33133,115,19-02-2022
NOLSM74320,3,20,3,3,3,1,1,none,1,3331,33311,64,19-02-2022
NOLSM75321,3,21,1,1,1,1,1,none,1,1111,11111,113,19-02-2022
NOLSM76322,3,22,1,1,3,3,3,none,1,1133,11333,87,19-02-2022
NOLSM77323,3,23,1,2,1,3,3,none,1,1213,12133,160,19-02-2022
NOLSM78324,3,24,1,2,2,2,2,none,1,1222,12222,121,19-02-2022
NOLSM79325,3,25,1,2,3,1,1,none,1,1231,12311,79,19-02-2022
NOLSM80326,3,26,1,3,1,1,1,none,1,1311,13111,127,19-02-2022
NOLSM81327,3,27,1,3,2,2,2,none,1,1322,13222,88,19-02-2022
NOLSM595231,23,1,3,2,2,2,2,none,1,3222,32222,87,19-02-2022
NOLSM596232,23,2,3,2,3,1,1,none,1,3231,32311,96,19-02-2022
NOLSM597233,23,3,3,3,1,1,1,none,1,3311,33111,24,19-02-2022
NOLSM598234,23,4,3,3,2,2,2,none,1,3322,33222,75,19-02-2022
NOLSM599235,23,5,3,3,3,3,3,none,1,3333,33333,138,19-02-2022
NOLSM600236,23,6,1,1,1,3,3,none,1,1113,11133,180,19-02-2022
NOLSM601237,23,7,1,1,2,2,2,none,1,1122,11222,63,19-02-2022
NOLSM602238,23,8,1,1,3,1,1,none,1,1131,11311,93,19-02-2022
NOLSM603239,23,9,1,2,1,1,1,none,1,1211,12111,63,19-02-2022
NOLSM6042310,23,10,1,2,2,2,2,[['Edge-Loc']],0,1222,12222,228,19-02-2022
NOLSM6052311,23,11,1,2,3,3,3,[['Edge-Loc']],0,1233,12333,201,19-02-2022
NOLSM6062312,23,12,1,3,1,3,3,[['Loc']],0,1313,13133,231,19-02-2022
NOLSM6072313,23,13,1,3,2,2,2,none,1,1322,13222,126,19-02-2022
NOLSM6082314,23,14,1,3,3,1,1,none,1,1331,13311,75,19-02-2022
NOLSM6092315,23,15,2,1,1,1,1,none,1,2111,21111,84,19-02-2022
NOLSM6102316,23,16,2,1,2,2,2,[['Edge-Loc']],0,2122,21222,225,19-02-2022
NOLSM6112317,23,17,2,1,3,3,3,[['Center']],0,2133,21333,270,19-02-2022
NOLSM6122318,23,18,2,2,2,2,2,none,1,2222,22222,105,19-02-2022
NOLSM6132319,23,19,2,2,3,1,1,none,1,2231,22311,87,19-02-2022
NOLSM6142320,23,20,2,3,1,1,1,none,1,2311,23111,105,19-02-2022
NOLSM6152321,23,21,2,3,2,2,2,none,1,2322,23222,123,19-02-2022
NOLSM6162322,23,22,2,3,3,3,3,none,1,2333,23333,72,19-02-2022
NOLSM6172323,23,23,3,1,1,3,3,none,1,3113,31133,99,19-02-2022
NOLSM6182324,23,24,3,1,2,2,2,none,1,3122,31222,75,19-02-2022
NOLSM6192325,23,25,3,1,3,1,1,[['Near-full']],0,3131,31311,225,19-02-2022
NOLSM6202326,23,26,3,2,1,1,1,none,1,3211,32111,51,19-02-2022
NOLSM6212327,23,27,3,2,2,2,2,none,1,3222,32222,186,19-02-2022
NOLSM824182,4,28,2,1,1,1,1,none,1,2111,21111,140,20-02-2022
NOLSM834283,4,29,2,1,1,2,2,none,1,2112,21122,144,20-02-2022
NOLSM844384,4,30,2,1,1,3,3,none,1,2113,21133,33,20-02-2022
NOLSM854485,4,31,2,1,1,1,1,none,1,2111,21111,60,20-02-2022
NOLSM864586,4,32,2,1,1,2,2,none,1,2112,21122,102,20-02-2022
NOLSM874687,4,33,2,1,1,3,3,none,1,2113,21133,35,20-02-2022
NOLSM884788,4,34,2,1,1,1,1,none,1,2111,21111,169,20-02-2022
NOLSM894889,4,35,2,1,1,2,2,none,1,2112,21122,167,20-02-2022
NOLSM904990,4,36,2,1,1,3,3,none,1,2113,21133,110,20-02-2022
NOLSM9141091,4,37,2,1,2,1,1,[['Edge-Loc']],0,2121,21211,214,20-02-2022
NOLSM9241192,4,38,2,1,2,2,2,none,1,2122,21222,64,20-02-2022
NOLSM9341293,4,39,2,1,2,3,3,none,1,2123,21233,140,20-02-2022
NOLSM9441394,4,40,2,1,2,1,1,none,1,2121,21211,56,20-02-2022
NOLSM9541495,4,41,2,1,2,2,2,none,1,2122,21222,110,20-02-2022
NOLSM9641596,4,42,2,1,2,3,3,none,1,2123,21233,115,20-02-2022
NOLSM9741697,4,43,2,1,2,1,1,none,1,2121,21211,64,20-02-2022
NOLSM9841798,4,44,2,1,2,2,2,none,1,2122,21222,78,20-02-2022
NOLSM9941899,4,45,2,1,2,3,3,[['Edge-Loc']],0,2123,21233,201,20-02-2022
NOLSM100419100,4,46,2,1,3,1,1,none,1,2131,21311,110,20-02-2022
NOLSM101420101,4,47,2,1,3,2,2,none,1,2132,21322,102,20-02-2022
NOLSM102421102,4,48,2,1,3,3,3,none,1,2133,21333,68,20-02-2022
NOLSM103422103,4,49,2,1,3,1,1,none,1,2131,21311,95,20-02-2022
NOLSM104423104,4,50,2,1,3,2,2,none,1,2132,21322,102,20-02-2022
NOLSM105424105,4,51,2,1,3,3,3,none,1,2133,21333,121,20-02-2022
NOLSM106425106,4,52,2,1,3,1,1,none,1,2131,21311,40,20-02-2022
NOLSM107426107,4,53,2,1,3,2,2,none,1,2132,21322,79,20-02-2022
NOLSM108427108,4,54,2,1,3,3,3,none,1,2133,21333,146,20-02-2022
NOLSM622241622,24,28,2,3,1,1,1,[['Edge-Loc']],0,2311,23111,219,20-02-2022
NOLSM623242623,24,29,2,3,1,2,2,none,1,2312,23122,63,20-02-2022
NOLSM624243624,24,30,2,3,1,3,3,none,1,2313,23133,57,20-02-2022
NOLSM625244625,24,31,2,3,1,1,1,none,1,2311,23111,51,20-02-2022
NOLSM626245626,24,32,2,3,1,2,2,none,1,2312,23122,81,20-02-2022
NOLSM627246627,24,33,2,3,1,3,3,none,1,2313,23133,33,20-02-2022
NOLSM628247628,24,34,2,3,1,1,1,none,1,2311,23111,66,20-02-2022
NOLSM629248629,24,35,2,3,1,2,2,none,1,2312,23122,48,20-02-2022
NOLSM630249630,24,36,2,3,1,3,3,none,1,2313,23133,90,20-02-2022
NOLSM6312410631,24,37,2,3,2,1,1,none,1,2321,23211,126,20-02-2022
NOLSM6322411632,24,38,2,3,2,2,2,none,1,2322,23222,84,20-02-2022
NOLSM6332412633,24,39,2,3,2,3,3,none,1,2323,23233,30,20-02-2022
NOLSM6342413634,24,40,2,3,2,1,1,none,1,2321,23211,48,20-02-2022
NOLSM6352414635,24,41,2,3,2,2,2,none,1,2322,23222,15,20-02-2022
NOLSM6362415636,24,42,2,3,2,3,3,none,1,2323,23233,150,20-02-2022
NOLSM6372416637,24,43,2,3,2,1,1,none,1,2321,23211,72,20-02-2022
NOLSM6382417638,24,44,2,3,2,2,2,none,1,2322,23222,102,20-02-2022
NOLSM6392418639,24,45,2,3,2,3,3,none,1,2323,23233,108,20-02-2022
NOLSM6402419640,24,46,2,3,3,1,1,none,1,2331,23311,51,20-02-2022
NOLSM6412420641,24,47,2,3,3,2,2,none,1,2332,23322,93,20-02-2022
NOLSM6422421642,24,48,2,3,3,3,3,none,1,2333,23333,81,20-02-2022
NOLSM6432422643,24,49,2,3,3,1,1,none,1,2331,23311,54,20-02-2022
NOLSM6442423644,24,50,2,3,3,2,2,none,1,2332,23322,51,20-02-2022
NOLSM6452424645,24,51,2,3,3,3,3,none,1,2333,23333,111,20-02-2022
NOLSM6462425646,24,52,2,3,3,1,1,none,1,2331,23311,54,20-02-2022
NOLSM6472426647,24,53,2,3,3,2,2,none,1,2332,23322,51,20-02-2022
NOLSM6482427648,24,54,2,3,3,3,3,none,1,2333,23333,15,20-02-2022
NOLSM8241,4,1,1,3,3,3,3,none,1,1333,13333,140,20-02-2022
NOLSM8342,4,2,2,1,1,3,3,none,1,2113,21133,144,20-02-2022
NOLSM8443,4,3,2,1,2,2,2,none,1,2122,21222,33,20-02-2022
NOLSM8544,4,4,2,1,3,1,1,none,1,2131,21311,60,20-02-2022
NOLSM8645,4,5,2,2,1,1,1,none,1,2211,22111,102,20-02-2022
NOLSM8746,4,6,2,2,2,2,2,none,1,2222,22222,35,20-02-2022
NOLSM8847,4,7,2,2,3,3,3,none,1,2233,22333,169,20-02-2022
NOLSM8948,4,8,2,3,2,2,2,none,1,2322,23222,167,20-02-2022
NOLSM9049,4,9,2,3,3,1,1,none,1,2331,23311,110,20-02-2022
NOLSM91410,4,10,3,1,1,1,1,[['Edge-Loc']],0,3111,31111,214,20-02-2022
NOLSM92411,4,11,3,1,2,2,2,none,1,3122,31222,64,20-02-2022
NOLSM93412,4,12,3,1,3,3,3,none,1,3133,31333,140,20-02-2022
NOLSM94413,4,13,3,2,1,3,3,none,1,3213,32133,56,20-02-2022
NOLSM95414,4,14,3,2,2,2,2,none,1,3222,32222,110,20-02-2022
NOLSM96415,4,15,3,2,3,1,1,none,1,3231,32311,115,20-02-2022
NOLSM97416,4,16,3,3,1,1,1,none,1,3311,33111,64,20-02-2022
NOLSM98417,4,17,3,3,3,3,3,none,1,3333,33333,78,20-02-2022
NOLSM99418,4,18,1,1,1,3,3,[['Edge-Loc']],0,1113,11133,201,20-02-2022
NOLSM100419,4,19,1,1,2,2,2,none,1,1122,11222,110,20-02-2022
NOLSM101420,4,20,1,1,3,1,1,none,1,1131,11311,102,20-02-2022
NOLSM102421,4,21,1,2,1,1,1,none,1,1211,12111,68,20-02-2022
NOLSM103422,4,22,1,2,2,2,2,none,1,1222,12222,95,20-02-2022
NOLSM104423,4,23,1,2,3,3,3,none,1,1233,12333,102,20-02-2022
NOLSM105424,4,24,1,3,2,2,2,none,1,1322,13222,121,20-02-2022
NOLSM106425,4,25,1,3,3,1,1,none,1,1331,13311,40,20-02-2022
NOLSM107426,4,26,2,1,1,1,1,none,1,2111,21111,79,20-02-2022
NOLSM108427,4,27,2,1,2,2,2,none,1,2122,21222,146,20-02-2022
NOLSM622241,24,1,3,2,3,3,3,[['Edge-Loc']],0,3233,32333,219,20-02-2022
NOLSM623242,24,2,3,3,1,3,3,none,1,3313,33133,63,20-02-2022
NOLSM624243,24,3,3,3,2,2,2,none,1,3322,33222,57,20-02-2022
NOLSM625244,24,4,3,3,3,1,1,none,1,3331,33311,51,20-02-2022
NOLSM626245,24,5,1,1,1,1,1,none,1,1111,11111,81,20-02-2022
NOLSM627246,24,6,1,1,3,3,3,none,1,1133,11333,33,20-02-2022
NOLSM628247,24,7,1,2,1,3,3,none,1,1213,12133,66,20-02-2022
NOLSM629248,24,8,1,2,3,1,1,none,1,1231,12311,48,20-02-2022
NOLSM630249,24,9,1,3,1,1,1,none,1,1311,13111,90,20-02-2022
NOLSM6312410,24,10,1,3,2,2,2,none,1,1322,13222,126,20-02-2022
NOLSM6322411,24,11,1,3,3,3,3,none,1,1333,13333,192,20-02-2022
NOLSM6332412,24,12,2,1,1,3,3,none,1,2113,21133,72,20-02-2022
NOLSM6342413,24,13,2,1,3,1,1,none,1,2131,21311,60,20-02-2022
NOLSM6352414,24,14,2,2,1,1,1,none,1,2211,22111,63,20-02-2022
NOLSM6362415,24,15,2,2,2,2,2,none,1,2222,22222,150,20-02-2022
NOLSM6372416,24,16,2,2,3,3,3,none,1,2233,22333,72,20-02-2022
NOLSM6382417,24,17,2,3,2,2,2,none,1,2322,23222,102,20-02-2022
NOLSM6392418,24,18,2,3,3,1,1,none,1,2331,23311,108,20-02-2022
NOLSM6402419,24,19,3,1,1,1,1,none,1,3111,31111,51,20-02-2022
NOLSM6412420,24,20,3,1,3,3,3,none,1,3133,31333,93,20-02-2022
NOLSM6422421,24,21,3,2,1,3,3,none,1,3213,32133,81,20-02-2022
NOLSM6432422,24,22,3,2,2,2,2,none,1,3222,32222,54,20-02-2022
NOLSM6442423,24,23,3,2,3,1,1,none,1,3231,32311,51,20-02-2022
NOLSM6452424,24,24,3,3,1,1,1,none,1,3311,33111,111,20-02-2022
NOLSM6462425,24,25,3,3,2,2,2,none,1,3322,33222,54,20-02-2022
NOLSM6472426,24,26,3,3,3,3,3,none,1,3333,33333,51,20-02-2022
NOLSM6482427,24,27,1,1,1,3,3,none,1,1113,11133,15,20-02-2022
NOLSM10951109,5,28,2,2,1,1,1,none,1,2211,22111,156,21-02-2022
NOLSM11052110,5,29,2,2,1,2,2,[['Loc']],0,2212,22122,200,21-02-2022
NOLSM11153111,5,30,2,2,1,3,3,none,1,2213,22133,93,21-02-2022
NOLSM11254112,5,31,2,2,1,1,1,none,1,2211,22111,116,21-02-2022
NOLSM11355113,5,32,2,2,1,2,2,[['Edge-Loc']],0,2212,22122,203,21-02-2022
NOLSM11456114,5,33,2,2,1,3,3,none,1,2213,22133,168,21-02-2022
NOLSM11557115,5,34,2,2,1,1,1,none,1,2211,22111,151,21-02-2022
NOLSM11658116,5,35,2,2,1,2,2,none,1,2212,22122,79,21-02-2022
NOLSM11759117,5,36,2,2,1,3,3,none,1,2213,22133,117,21-02-2022
NOLSM118510118,5,37,2,2,2,1,1,none,1,2221,22211,119,21-02-2022
NOLSM119511119,5,38,2,2,2,2,2,[['Edge-Loc']],0,2222,22222,235,21-02-2022
NOLSM120512120,5,39,2,2,2,3,3,none,1,2223,22233,126,21-02-2022
NOLSM121513121,5,40,2,2,2,1,1,none,1,2221,22211,62,21-02-2022
NOLSM122514122,5,41,2,2,2,2,2,none,1,2222,22222,39,21-02-2022
NOLSM123515123,5,42,2,2,2,3,3,none,1,2223,22233,98,21-02-2022
NOLSM124516124,5,43,2,2,2,1,1,none,1,2221,22211,94,21-02-2022
NOLSM125517125,5,44,2,2,2,2,2,none,1,2222,22222,89,21-02-2022
NOLSM126518126,5,45,2,2,2,3,3,none,1,2223,22233,50,21-02-2022
NOLSM127519127,5,46,2,2,3,1,1,none,1,2231,22311,75,21-02-2022
NOLSM128520128,5,47,2,2,3,2,2,none,1,2232,22322,104,21-02-2022
NOLSM129521129,5,48,2,2,3,3,3,none,1,2233,22333,85,21-02-2022
NOLSM130522130,5,49,2,2,3,1,1,none,1,2231,22311,127,21-02-2022
NOLSM131523131,5,50,2,2,3,2,2,none,1,2232,22322,96,21-02-2022
NOLSM132524132,5,51,2,2,3,3,3,none,1,2233,22333,127,21-02-2022
NOLSM133525133,5,52,2,2,3,1,1,none,1,2231,22311,59,21-02-2022
NOLSM134526134,5,53,2,2,3,2,2,none,1,2232,22322,111,21-02-2022
NOLSM135527135,5,54,2,2,3,3,3,none,1,2233,22333,71,21-02-2022
NOLSM649251649,25,28,3,1,1,1,1,none,1,3111,31111,54,21-02-2022
NOLSM650252650,25,29,3,1,1,2,2,none,1,3112,31122,84,21-02-2022
NOLSM651253651,25,30,3,1,1,3,3,none,1,3113,31133,30,21-02-2022
NOLSM652254652,25,31,3,1,1,1,1,none,1,3111,31111,48,21-02-2022
NOLSM653255653,25,32,3,1,1,2,2,none,1,3112,31122,15,21-02-2022
NOLSM654256654,25,33,3,1,1,3,3,[['Edge-Loc']],0,3113,31133,237,21-02-2022
NOLSM655257655,25,34,3,1,1,1,1,[['Random']],0,3111,31111,495,21-02-2022
NOLSM656258656,25,35,3,1,1,2,2,[['Edge-Loc']],0,3112,31122,477,21-02-2022
NOLSM657259657,25,36,3,1,1,3,3,[['Loc']],0,3113,31133,444,21-02-2022
NOLSM6582510658,25,37,3,1,2,1,1,[['Edge-Loc']],0,3121,31211,459,21-02-2022
NOLSM6592511659,25,38,3,1,2,2,2,[['Edge-Loc']],0,3122,31222,336,21-02-2022
NOLSM6602512660,25,39,3,1,2,3,3,[['Edge-Loc']],0,3123,31233,228,21-02-2022
NOLSM6612513661,25,40,3,1,2,1,1,[['Edge-Loc']],0,3121,31211,300,21-02-2022
NOLSM6622514662,25,41,3,1,2,2,2,[['Random']],0,3122,31222,195,21-02-2022
NOLSM6632515663,25,42,3,1,2,3,3,[['Loc']],0,3123,31233,204,21-02-2022
NOLSM6642516664,25,43,3,1,2,1,1,[['Scratch']],0,3121,31211,279,21-02-2022
NOLSM6652517665,25,44,3,1,2,2,2,[['Loc']],0,3122,31222,207,21-02-2022
NOLSM6662518666,25,45,3,1,2,3,3,[['Random']],0,3123,31233,198,21-02-2022
NOLSM6672519667,25,46,3,1,3,1,1,[['Loc']],0,3131,31311,246,21-02-2022
NOLSM6682520668,25,47,3,1,3,2,2,none,1,3132,31322,165,21-02-2022
NOLSM6692521669,25,48,3,1,3,3,3,none,1,3133,31333,114,21-02-2022
NOLSM6702522670,25,49,3,1,3,1,1,none,1,3131,31311,156,21-02-2022
NOLSM6712523671,25,50,3,1,3,2,2,[['Edge-Loc']],0,3132,31322,492,21-02-2022
NOLSM6722524672,25,51,3,1,3,3,3,none,1,3133,31333,42,21-02-2022
NOLSM6732525673,25,52,3,1,3,1,1,none,1,3131,31311,84,21-02-2022
NOLSM6742526674,25,53,3,1,3,2,2,none,1,3132,31322,66,21-02-2022
NOLSM6752527675,25,54,3,1,3,3,3,none,1,3133,31333,138,21-02-2022
NOLSM10951,5,1,2,1,3,3,3,none,1,2133,21333,156,21-02-2022
NOLSM11052,5,2,2,2,2,2,2,[['Loc']],0,2222,22222,200,21-02-2022
NOLSM11153,5,3,2,2,3,1,1,none,1,2231,22311,93,21-02-2022
NOLSM11254,5,4,2,3,1,1,1,none,1,2311,23111,116,21-02-2022
NOLSM11355,5,5,2,3,2,2,2,[['Edge-Loc']],0,2322,23222,203,21-02-2022
NOLSM11456,5,6,2,3,3,3,3,none,1,2333,23333,168,21-02-2022
NOLSM11557,5,7,3,1,1,3,3,none,1,3113,31133,151,21-02-2022
NOLSM11658,5,8,3,1,2,2,2,none,1,3122,31222,79,21-02-2022
NOLSM11759,5,9,3,1,3,1,1,none,1,3131,31311,117,21-02-2022
NOLSM118510,5,10,3,2,1,1,1,none,1,3211,32111,119,21-02-2022
NOLSM119511,5,11,3,2,2,2,2,[['Edge-Loc']],0,3222,32222,235,21-02-2022
NOLSM120512,5,12,3,2,3,3,3,none,1,3233,32333,126,21-02-2022
NOLSM121513,5,13,3,3,1,3,3,none,1,3313,33133,62,21-02-2022
NOLSM122514,5,14,3,3,2,2,2,none,1,3322,33222,39,21-02-2022
NOLSM123515,5,15,3,3,3,1,1,none,1,3331,33311,98,21-02-2022
NOLSM124516,5,16,1,1,1,1,1,none,1,1111,11111,94,21-02-2022
NOLSM125517,5,17,1,1,2,2,2,none,1,1122,11222,89,21-02-2022
NOLSM126518,5,18,1,1,3,3,3,none,1,1133,11333,50,21-02-2022
NOLSM127519,5,19,1,2,1,3,3,none,1,1213,12133,75,21-02-2022
NOLSM128520,5,20,1,2,2,2,2,none,1,1222,12222,104,21-02-2022
NOLSM129521,5,21,1,2,3,1,1,none,1,1231,12311,85,21-02-2022
NOLSM130522,5,22,1,3,1,1,1,none,1,1311,13111,127,21-02-2022
NOLSM131523,5,23,1,3,2,2,2,none,1,1322,13222,96,21-02-2022
NOLSM132524,5,24,1,3,3,3,3,none,1,1333,13333,127,21-02-2022
NOLSM133525,5,25,2,1,1,3,3,none,1,2113,21133,59,21-02-2022
NOLSM134526,5,26,2,1,2,2,2,none,1,2122,21222,111,21-02-2022
NOLSM135527,5,27,2,1,3,1,1,none,1,2131,21311,71,21-02-2022
NOLSM649251,25,1,1,1,2,2,2,none,1,1122,11222,42,21-02-2022
NOLSM650252,25,2,1,1,3,1,1,none,1,1131,11311,78,21-02-2022
NOLSM651253,25,3,1,2,1,1,1,[['Random']],0,1211,12111,195,21-02-2022
NOLSM652254,25,4,1,2,2,2,2,[['Edge-Loc']],0,1222,12222,390,21-02-2022
NOLSM653255,25,5,1,2,3,3,3,[['Loc']],0,1233,12333,453,21-02-2022
NOLSM654256,25,6,1,3,1,3,3,[['Edge-Loc']],0,1313,13133,237,21-02-2022
NOLSM655257,25,7,1,3,2,2,2,[['Random']],0,1322,13222,495,21-02-2022
NOLSM656258,25,8,1,3,3,1,1,[['Edge-Loc']],0,1331,13311,477,21-02-2022
NOLSM657259,25,9,2,1,1,1,1,[['Loc']],0,2111,21111,444,21-02-2022
NOLSM6582510,25,10,2,1,2,2,2,[['Edge-Loc']],0,2122,21222,459,21-02-2022
NOLSM6592511,25,11,2,1,3,3,3,[['Edge-Loc']],0,2133,21333,336,21-02-2022
NOLSM6602512,25,12,2,2,1,3,3,[['Edge-Loc']],0,2213,22133,228,21-02-2022
NOLSM6612513,25,13,2,2,2,2,2,[['Edge-Loc']],0,2222,22222,300,21-02-2022
NOLSM6622514,25,14,2,2,3,1,1,[['Random']],0,2231,22311,195,21-02-2022
NOLSM6632515,25,15,2,3,1,1,1,[['Loc']],0,2311,23111,204,21-02-2022
NOLSM6642516,25,16,2,3,2,2,2,[['Scratch']],0,2322,23222,279,21-02-2022
NOLSM6652517,25,17,2,3,3,3,3,[['Loc']],0,2333,23333,207,21-02-2022
NOLSM6662518,25,18,3,1,1,3,3,[['Random']],0,3113,31133,198,21-02-2022
NOLSM6672519,25,19,3,1,2,2,2,[['Loc']],0,3122,31222,246,21-02-2022
NOLSM6682520,25,20,3,1,3,1,1,none,1,3131,31311,165,21-02-2022
NOLSM6692521,25,21,3,2,1,1,1,none,1,3211,32111,114,21-02-2022
NOLSM6702522,25,22,3,2,2,2,2,none,1,3222,32222,156,21-02-2022
NOLSM6712523,25,23,3,2,3,3,3,[['Edge-Loc']],0,3233,32333,492,21-02-2022
NOLSM6722524,25,24,3,3,1,3,3,none,1,3313,33133,42,21-02-2022
NOLSM6732525,25,25,3,3,3,1,1,none,1,3331,33311,84,21-02-2022
NOLSM6742526,25,26,1,1,1,1,1,none,1,1111,11111,66,21-02-2022
NOLSM6752527,25,27,1,1,3,3,3,none,1,1133,11333,138,21-02-2022
NOLSM13661136,6,28,2,3,1,1,1,none,1,2311,23111,105,22-02-2022
NOLSM13762137,6,29,2,3,1,2,2,none,1,2312,23122,103,22-02-2022
NOLSM13863138,6,30,2,3,1,3,3,none,1,2313,23133,102,22-02-2022
NOLSM13964139,6,31,2,3,1,1,1,[['Edge-Loc']],0,2311,23111,199,22-02-2022
NOLSM14065140,6,32,2,3,1,2,2,none,1,2312,23122,99,22-02-2022
NOLSM14166141,6,33,2,3,1,3,3,none,1,2313,23133,131,22-02-2022
NOLSM14267142,6,34,2,3,1,1,1,none,1,2311,23111,147,22-02-2022
NOLSM14368143,6,35,2,3,1,2,2,none,1,2312,23122,94,22-02-2022
NOLSM14469144,6,36,2,3,1,3,3,none,1,2313,23133,70,22-02-2022
NOLSM145610145,6,37,2,3,2,1,1,none,1,2321,23211,103,22-02-2022
