,No_Die,process,type,Temp_OXid,ppm,Pressure,Oxid_time,process 2,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Process 2-1,Wavelength,Energy_Exposure,Process 3,Temp_Etching,Source_Power,process4,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,process4,Target,Lot_Num,Wafer_Num,Datetime,path,short_path
902,NOLSM11355,Oxidation,dry,988.2489318,34.94,0.219,127,Photo,16.651,15.044,20.001,196.001,90,502.551,4049.1,5022.182,4.973,93.44,30.001,photo_li,405,107.283,Etching,70.172,51.528,Implantation,31732.122,103.62,880,156,Inspect,203,5,5,21-02-2022,23222,2322
903,NOLSM11456,Oxidation,dry,1077.695427,45.96,0.187,145,Photo,13.638,15.021,20.005,198.211,90.001,503.268,4042.033,4947.659,4.968,93.614,30.001,photo_li,365,106.797,Etching,70.712,51.122,Implantation,31858.818,102.678,893,150,Inspect,168,5,6,21-02-2022,23333,2333
904,NOLSM11557,Oxidation,wet,979.6755987,33.73,0.222,72,Photo,15.127,14.979,19.996,198.999,90.001,501.653,4038.907,5011.734,4.961,93.29,30.003,photo_li,365,108.757,Etching,70.795,51.131,Implantation,32187.195,102.447,914,153,Inspect,151,5,7,21-02-2022,31133,3113
905,NOLSM11658,Oxidation,wet,1118.675756,34.79,0.197,127,Photo,16.414,15.106,19.993,201.92,89.998,499.417,3942.446,5021.166,4.967,93.298,30.002,photo_li,365,107.222,Etching,69.468,51.951,Implantation,30856.694,103.236,877,156,Inspect,79,5,8,21-02-2022,31222,3122
906,NOLSM11759,Oxidation,dry,922.750781,34.18,0.212,53,Photo,11.936,15.004,19.997,202.265,89.999,505.718,4018.743,5027.501,4.959,91.902,30.005,photo_li,405,109.438,Etching,71.293,51.856,Implantation,32042.018,103.967,917,154,Inspect,117,5,9,21-02-2022,31311,3131
907,NOLSM118510,Oxidation,wet,1203.228875,33.83,0.196,72,Photo,21.373,15.057,20.001,197.708,90,502.85,4126.569,5006.296,4.997,90.552,29.999,photo_li,436,108.609,Etching,69.722,50.874,Implantation,31289.639,102.991,912,154,Inspect,119,5,10,21-02-2022,32111,3211
908,NOLSM119511,Oxidation,dry,1026.879229,31.29,0.204,28,Photo,15.277,15.01,19.996,204.744,89.999,498.878,4085.753,4983.395,4.988,92.566,29.999,photo_li,365,108.03,Etching,69.98,50.826,Implantation,32524.693,101.322,903,154,Inspect,235,5,11,21-02-2022,32222,3222
909,NOLSM120512,Oxidation,dry,1019.961585,34.64,0.216,46,Photo,15.312,15.07,19.999,205.209,89.999,502.975,4057.629,5098.876,5.1,91.778,30.001,photo_li,365,110.294,Etching,71.553,51.98,Implantation,32057.54,101.394,910,162,Inspect,126,5,12,21-02-2022,32333,3233
910,NOLSM121513,Oxidation,wet,1107.550486,33.95,0.205,130,Photo,13.894,15.116,19.999,199.499,90,505.046,4075.213,4973.462,4.98,92.347,29.992,photo_li,405,104.707,Etching,70.388,50.448,Implantation,32900.689,103.55,913,156,Inspect,62,5,13,21-02-2022,33133,3313
911,NOLSM122514,Oxidation,wet,1150.197885,39.06,0.206,145,Photo,16.37,15.025,20,195.352,90.001,499.926,4030.034,5083.912,4.907,90.966,29.999,photo_li,436,108.473,Etching,69.352,50.88,Implantation,31640.442,105.17,918,153,Inspect,39,5,14,21-02-2022,33222,3322
912,NOLSM123515,Oxidation,dry,1182.456714,37.39,0.209,36,Photo,17.277,14.828,20.002,200.66,89.999,501.827,4069.518,5048.748,4.927,94.668,29.996,photo_li,365,108.774,Etching,70.919,50.58,Implantation,31856.772,102.377,883,156,Inspect,98,5,15,21-02-2022,33311,3331
913,NOLSM124516,Oxidation,wet,1061.165672,31.85,0.204,162,Photo,16.67,15,19.994,199.982,90,501.745,3981.754,5045.605,4.951,92.262,29.986,photo_li,405,106.167,Etching,71.883,50.859,Implantation,32050.437,101.995,894,155,Inspect,94,5,16,21-02-2022,11111,1111
914,NOLSM125517,Oxidation,dry,1181.26048,34.65,0.216,41,Photo,14.098,14.961,19.997,198.47,90,504.804,4012.451,5045.011,5.013,90.449,29.999,photo_li,365,107.664,Etching,70.497,51.628,Implantation,31710.986,105.264,930,152,Inspect,89,5,17,21-02-2022,11222,1122
915,NOLSM126518,Oxidation,dry,1148.881718,31.13,0.206,31,Photo,14.436,14.957,20.009,199.456,90.001,500.564,4093.798,5014.006,5.072,93.591,29.99,photo_li,365,107.25,Etching,70.278,51.436,Implantation,31155.426,104.162,888,153,Inspect,50,5,18,21-02-2022,11333,1133
916,NOLSM127519,Oxidation,dry,1187.821697,28.68,0.21,150,Photo,12.82,15.092,20.001,201.983,90,505.076,4014.388,4827.04,4.925,92.35,29.995,photo_li,365,108.236,Etching,70.938,51.553,Implantation,31707.301,104.286,903,153,Inspect,75,5,19,21-02-2022,12133,1213
917,NOLSM128520,Oxidation,wet,1181.770049,34.78,0.218,199,Photo,17.163,14.785,19.995,197.55,90.001,501.623,3965.084,5068.244,5.012,89.841,29.999,photo_li,405,105.975,Etching,70.906,51.745,Implantation,31921.289,103.014,889,156,Inspect,104,5,20,21-02-2022,12222,1222
918,NOLSM129521,Oxidation,dry,999.2692965,36.11,0.191,143,Photo,12.729,14.934,20,196.622,89.998,498.289,4026.686,5014.44,5.066,90.887,30.001,photo_li,365,108.121,Etching,72.843,51.147,Implantation,31234.441,103.453,883,153,Inspect,85,5,21,21-02-2022,12311,1231
919,NOLSM130522,Oxidation,wet,960.2343251,35.46,0.187,100,Photo,14.748,15.08,19.999,195.123,90,500.915,4007.021,4980.246,5.094,93.99,29.997,photo_li,405,109.443,Etching,71.108,50.614,Implantation,30801.679,104.564,932,157,Inspect,127,5,22,21-02-2022,13111,1311
920,NOLSM131523,Oxidation,wet,1166.129524,34.89,0.208,158,Photo,14.611,14.992,19.994,200.795,90.001,504.609,3913.49,5001.761,4.973,91.432,30.003,photo_li,405,105.333,Etching,71.219,51.523,Implantation,33283.059,100.908,896,154,Inspect,96,5,23,21-02-2022,13222,1322
921,NOLSM132524,Oxidation,wet,1164.7869,30.81,0.216,131,Photo,15.808,14.88,19.997,198.772,90.001,503.122,3993.101,5074.118,5.033,90.716,30.003,photo_li,436,109.224,Etching,71.092,50.679,Implantation,31856.143,102.064,914,153,Inspect,127,5,24,21-02-2022,13333,1333
922,NOLSM133525,Oxidation,wet,1022.473333,33.82,0.187,67,Photo,14.678,14.881,19.998,205.609,90,499.85,4022.215,4918.574,5.01,91.008,30.014,photo_li,405,106.604,Etching,71.186,51.128,Implantation,31565.934,104.243,904,158,Inspect,59,5,25,21-02-2022,21133,2113
923,NOLSM134526,Oxidation,wet,1095.522188,34.04,0.215,35,Photo,16.811,14.97,19.993,200.925,90,500.47,3979.993,5070.442,4.975,91.317,29.998,photo_li,365,108.223,Etching,71.554,50.902,Implantation,32131.098,105.338,879,155,Inspect,111,5,26,21-02-2022,21222,2122
924,NOLSM135527,Oxidation,dry,1080.3372,32.41,0.208,41,Photo,14.953,14.917,20.009,202.427,89.999,504.675,3991.521,4936.656,5.058,92.819,29.984,photo_li,436,106.178,Etching,69.23,51.433,Implantation,32248.673,100.598,921,156,Inspect,71,5,27,21-02-2022,21311,2131
925,NOLSM649251,Oxidation,dry,872.8111939,22.19,0.223,230,Photo,16.361,15.094,20,195.341,90,495.341,3906.817,4883.521,4.881,89.694,30.006,photo_li,405,108.107,Etching,71.938,51.178,Implantation,32054.907,102.945,909,154,Inspect,42,25,1,21-02-2022,11222,1122
926,NOLSM650252,Oxidation,dry,874.3783759,22.21,0.226,233,Photo,16.784,14.899,20,196.77,90,496.77,3935.402,4919.253,4.911,89.355,29.988,photo_li,405,106.524,Etching,72.246,50.8,Implantation,32052.091,102.001,915,153,Inspect,78,25,2,21-02-2022,11311,1131
927,NOLSM651253,Oxidation,dry,873.2601724,22.21,0.223,230,Photo,16.478,15.092,19.999,195.659,89.999,495.659,3913.174,4891.468,4.913,89.475,29.991,photo_li,405,106.671,Etching,71.956,50.833,Implantation,32045.703,102.084,915,153,Inspect,195,25,3,21-02-2022,12111,1211
928,NOLSM652254,Oxidation,dry,873.4048584,22.21,0.223,230,Photo,16.676,14.903,20.001,195.771,89.998,495.771,3915.415,4894.269,4.888,89.434,29.986,photo_li,405,106.714,Etching,71.932,50.691,Implantation,32045.121,101.727,914,153,Inspect,390,25,4,21-02-2022,12222,1222
929,NOLSM653255,Oxidation,dry,874.1589804,22.2,0.224,231,Photo,17.686,14.97,20,195.923,90,495.923,3918.458,4898.073,4.888,88.551,29.993,photo_li,405,105.504,Etching,72.013,50.536,Implantation,32045.65,101.34,902,152,Inspect,453,25,5,21-02-2022,12333,1233
930,NOLSM654256,Oxidation,dry,872.7100838,22.35,0.22,227,Photo,16.534,15.017,19.997,193.983,90.001,493.983,3879.656,4849.571,4.835,89.203,29.998,photo_li,405,106.95,Etching,71.658,50.211,Implantation,32059.916,100.528,919,151,Inspect,237,25,6,21-02-2022,13133,1313
931,NOLSM655257,Oxidation,dry,874.8733093,22.41,0.227,234,Photo,17.399,14.921,19.999,194.585,90.001,494.585,3891.703,4864.629,4.875,88.604,30.005,photo_li,405,108.066,Etching,72.319,51.308,Implantation,32050.475,103.27,923,155,Inspect,495,25,7,21-02-2022,13222,1322
932,NOLSM656258,Oxidation,dry,874.6087253,22.36,0.228,235,Photo,16.54,14.861,19.998,194.244,89.999,494.244,3884.883,4856.103,4.843,89.301,29.995,photo_li,405,108.184,Etching,72.419,51.39,Implantation,32054.103,103.474,910,155,Inspect,477,25,8,21-02-2022,13311,1331
933,NOLSM657259,Oxidation,dry,875.0242117,22.33,0.229,236,Photo,18.346,15.02,19.999,195.389,90,495.389,3907.776,4884.72,4.905,89.514,30,photo_li,405,108.195,Etching,72.529,51.483,Implantation,32044.64,103.707,906,156,Inspect,444,25,9,21-02-2022,21111,2111
934,NOLSM6582510,Oxidation,dry,873.8017674,22.32,0.226,233,Photo,17.203,15.049,19.998,195.718,90.001,495.718,3914.358,4892.947,4.889,89.437,30.001,photo_li,405,108.079,Etching,72.289,51.091,Implantation,32040.609,102.727,906,154,Inspect,459,25,10,21-02-2022,21222,2122
935,NOLSM6592511,Oxidation,dry,874.1020737,22.34,0.227,234,Photo,15.914,15.164,20.002,195.579,90.001,495.579,3911.573,4889.467,4.899,89.563,30.005,photo_li,405,108.272,Etching,72.338,51.358,Implantation,32043.72,103.396,907,155,Inspect,336,25,11,21-02-2022,21333,2133
936,NOLSM6602512,Oxidation,dry,875.0530542,22.43,0.226,233,Photo,16.43,15.005,19.997,196.382,90.001,496.382,3927.646,4909.558,4.93,89.831,29.99,photo_li,405,108.833,Etching,72.27,51.723,Implantation,32055.941,104.309,890,156,Inspect,228,25,12,21-02-2022,22133,2213
937,NOLSM6612513,Oxidation,dry,875.1521754,22.42,0.227,234,Photo,17.474,14.98,20.001,196.599,90,496.599,3931.979,4914.974,4.921,90.03,29.997,photo_li,405,109.543,Etching,72.39,51.761,Implantation,32051.147,104.403,861,157,Inspect,300,25,13,21-02-2022,22222,2222
938,NOLSM6622514,Oxidation,dry,875.1557588,22.41,0.228,235,Photo,16.183,14.97,19.997,197.555,90.001,497.555,3951.096,4938.87,4.946,90.203,30.001,photo_li,405,109.439,Etching,72.461,51.859,Implantation,32044.633,104.649,865,157,Inspect,195,25,14,21-02-2022,22311,2231
939,NOLSM6632515,Oxidation,dry,874.8372938,22.4,0.227,234,Photo,16.922,14.988,20.002,197.98,89.999,497.98,3959.593,4949.492,4.95,89.945,30,photo_li,405,108.759,Etching,72.387,51.904,Implantation,32039.65,104.761,865,157,Inspect,204,25,15,21-02-2022,23111,2311
940,NOLSM6642516,Oxidation,dry,874.7891083,22.42,0.226,233,Photo,16.783,14.937,20.002,197.183,89.999,497.183,3943.662,4929.577,4.938,90.127,30.004,photo_li,405,108.751,Etching,72.259,51.64,Implantation,32041.139,104.099,865,156,Inspect,279,25,16,21-02-2022,23222,2322
941,NOLSM6652517,Oxidation,dry,875.3432567,22.43,0.225,232,Photo,16.874,14.935,20.002,197.908,90,497.908,3958.163,4947.703,4.948,89.742,30.008,photo_li,405,108.191,Etching,72.147,51.659,Implantation,32043.715,104.149,865,156,Inspect,207,25,17,21-02-2022,23333,2333
942,NOLSM6662518,Oxidation,dry,874.4562581,22.44,0.223,230,Photo,16.873,15.058,19.998,197.135,90,497.135,3942.703,4928.379,4.93,90.142,30.004,photo_li,405,108.741,Etching,71.99,51.402,Implantation,32040.817,103.505,869,155,Inspect,198,25,18,21-02-2022,31133,3113
943,NOLSM6672519,Oxidation,dry,874.7757848,22.46,0.223,230,Photo,17.563,15.041,19.999,197.621,90,497.621,3952.427,4940.533,4.943,90.229,30.003,photo_li,405,108.533,Etching,71.96,51.656,Implantation,32047.486,104.14,865,156,Inspect,246,25,19,21-02-2022,31222,3122
944,NOLSM6682520,Oxidation,dry,874.7294473,22.44,0.223,230,Photo,18.108,14.979,19.998,197.925,90,497.925,3958.498,4948.123,4.968,90.813,30.006,photo_li,405,109.56,Etching,71.949,51.897,Implantation,32043.586,104.742,865,157,Inspect,165,25,20,21-02-2022,31311,3131
945,NOLSM6692521,Oxidation,dry,874.5471399,22.42,0.223,230,Photo,16.103,15.138,20.001,199.037,90,499.037,3980.732,4975.915,4.959,90.688,29.997,photo_li,405,108.891,Etching,71.995,51.695,Implantation,32469.85,104.238,865,156,Inspect,114,25,21,21-02-2022,32111,3211
946,NOLSM6702522,Oxidation,dry,874.4068155,22.43,0.221,228,Photo,17.569,15.01,20,198.398,89.999,498.398,3967.969,4959.961,4.962,90.668,30.001,photo_li,405,109.006,Etching,71.763,51.814,Implantation,32466.046,104.536,866,157,Inspect,156,25,22,21-02-2022,32222,3222
947,NOLSM6712523,Oxidation,dry,874.134752,22.45,0.221,228,Photo,17.451,14.941,19.999,198.768,89.999,498.768,3975.365,4969.206,4.971,90.808,29.999,photo_li,405,108.966,Etching,71.802,51.832,Implantation,32467.764,104.579,863,157,Inspect,492,25,23,21-02-2022,32333,3233
948,NOLSM6722524,Oxidation,dry,873.8859252,22.46,0.221,228,Photo,15.963,15.083,20.003,198.786,90.002,498.786,3975.72,4969.65,4.973,90.757,30.001,photo_li,405,108.95,Etching,71.77,51.836,Implantation,32472.189,104.59,866,157,Inspect,42,25,24,21-02-2022,33133,3313
949,NOLSM6732525,Oxidation,dry,874.6530759,22.47,0.222,229,Photo,16.67,15.088,20.001,199.459,90,499.459,3989.173,4986.466,4.985,91.101,30.002,photo_li,405,109.59,Etching,71.856,52.061,Implantation,32471.558,105.153,861,158,Inspect,84,25,25,21-02-2022,33311,3331
950,NOLSM6742526,Oxidation,dry,874.3081993,22.46,0.222,229,Photo,16.33,15.095,20.007,199.4,89.999,499.4,3987.994,4984.993,4.987,90.966,29.988,photo_li,405,109.675,Etching,71.906,52.033,Implantation,32468.26,105.083,861,158,Inspect,66,25,26,21-02-2022,11111,1111
951,NOLSM6752527,Oxidation,dry,874.6540987,22.45,0.222,229,Photo,16.945,14.964,19.998,199.438,90,499.438,3988.767,4985.959,4.983,91.026,30.01,photo_li,405,109.679,Etching,71.859,52.073,Implantation,32469.21,105.182,860,158,Inspect,138,25,27,21-02-2022,11333,1133
952,NOLSM13661136,Oxidation,dry,1101.74954,26.11,0.203,27,Photo,14.669,15.039,20.001,197.135,90.001,494.517,4029.626,4993.451,4.996,93.5,29.99,photo_li,365,107.575,Etching,72.26,51.496,Implantation,31194.915,101.786,885,152,Inspect,105,6,28,22-02-2022,23111,2311
953,NOLSM13762137,Oxidation,wet,1070.745256,45.83,0.21,261,Photo,15.622,15.109,19.996,197.621,90.001,498.307,4052.404,5020.19,5.076,89.904,30.001,photo_li,405,107.421,Etching,71.193,50.583,Implantation,31469.225,105.08,913,154,Inspect,103,6,29,22-02-2022,23122,2312
954,NOLSM13863138,Oxidation,dry,1111.676,28.76,0.206,19,Photo,15.101,15.018,20.002,197.925,90.001,505.859,3990.607,5003.956,5.112,91.107,29.994,photo_li,365,106.902,Etching,71.658,51.022,Implantation,32246.843,104.774,907,154,Inspect,102,6,30,22-02-2022,23133,2313
955,NOLSM13964139,Oxidation,wet,945.6052237,36.93,0.199,112,Photo,17.367,14.932,19.994,199.037,90.001,502.416,3985.833,4964.32,5.034,91.392,30.002,photo_li,365,108.781,Etching,71.529,52.353,Implantation,31801.588,103.624,866,153,Inspect,199,6,31,22-02-2022,23111,2311
956,NOLSM14065140,Oxidation,dry,1208.425378,35.99,0.188,74,Photo,16.09,14.91,19.995,198.398,90,502.749,3905.086,4980.191,5.072,92.644,29.999,photo_li,436,104.691,Etching,70.417,51.564,Implantation,32290.539,104.739,907,161,Inspect,99,6,32,22-02-2022,23122,2312
957,NOLSM14166141,Oxidation,wet,1118.415305,30.27,0.218,97,Photo,19.026,15.085,19.997,198.768,90.001,502.125,4027.773,5083.95,5.065,92.04,29.997,photo_li,436,107.628,Etching,71.32,50.952,Implantation,32537.016,102.829,899,156,Inspect,131,6,33,22-02-2022,23133,2313
958,NOLSM14267142,Oxidation,dry,1094.327326,32.55,0.205,148,Photo,18.891,14.96,19.998,202.059,90,499.319,4061.253,4899.577,5.026,91.453,29.997,photo_li,436,108.063,Etching,72.141,50.637,Implantation,30799.8,103.001,882,152,Inspect,147,6,34,22-02-2022,23111,2311
959,NOLSM14368143,Oxidation,wet,1102.164969,34.45,0.19,148,Photo,13.788,14.974,19.995,203.143,89.999,505.745,3942.812,4932.54,5.035,89.861,29.994,photo_li,365,107.057,Etching,70.271,52.233,Implantation,30537.234,104.583,880,159,Inspect,94,6,35,22-02-2022,23122,2312
960,NOLSM14469144,Oxidation,dry,1112.967099,42.17,0.21,98,Photo,18.771,15.108,19.99,202.415,90,494.887,4031.279,4989.038,4.927,92.614,29.982,photo_li,436,108.275,Etching,70.401,51.138,Implantation,33254.92,104.377,909,156,Inspect,70,6,36,22-02-2022,23133,2313
961,NOLSM145610145,Oxidation,dry,1014.381543,24.49,0.203,97,Photo,20.701,14.974,19.997,202.79,89.999,504.231,3961.823,5075.76,5.031,91.965,30.009,photo_li,405,110.154,Etching,70.567,51.015,Implantation,32529.301,103.397,920,150,Inspect,103,6,37,22-02-2022,23211,2321
962,NOLSM146611146,Oxidation,wet,1135.331066,26.21,0.217,46,Photo,11.253,15.029,20,202.86,90.001,500.053,4001.361,5047.235,5.033,91.325,30.004,photo_li,436,104.87,Etching,72.355,50.9,Implantation,31724.033,103.021,913,159,Inspect,116,6,38,22-02-2022,23222,2322
963,NOLSM147612147,Oxidation,dry,948.0581641,34.19,0.194,186,Photo,15.286,14.956,19.999,197.721,90.001,500.402,4054.534,4956.801,4.987,91.335,29.997,photo_li,405,107.687,Etching,71.359,50.912,Implantation,32188.034,102.492,892,148,Inspect,104,6,39,22-02-2022,23233,2323
964,NOLSM148613148,Oxidation,dry,1046.998899,37.64,0.221,153,Photo,12.463,15.106,20,202.812,90.002,494.976,3957.086,4939.562,5.04,93.239,29.996,photo_li,405,109.468,Etching,70.016,51.963,Implantation,32481.944,103.514,879,154,Inspect,76,6,40,22-02-2022,23211,2321
965,NOLSM149614149,Oxidation,wet,1117.2204,26.89,0.2,82,Photo,19.767,15.128,19.996,198.429,89.998,499.243,4087.957,4926.143,5.005,92.335,30.008,photo_li,436,110.415,Etching,69.634,53.272,Implantation,32373.18,100.696,921,152,Inspect,82,6,41,22-02-2022,23222,2322
966,NOLSM150615150,Oxidation,wet,1091.811092,43.08,0.213,121,Photo,16.029,15.006,19.995,197.594,90,501.188,4025.484,4941.828,5.014,92.137,29.999,photo_li,365,108.946,Etching,71.823,50.718,Implantation,31400.424,100.826,882,155,Inspect,106,6,42,22-02-2022,23233,2323
967,NOLSM151616151,Oxidation,dry,1083.268507,33.47,0.208,124,Photo,17.587,15.059,19.999,198.925,90,493.336,4036.876,4982.143,5.008,91.859,30.007,photo_li,436,107.561,Etching,70.944,52.102,Implantation,30763.793,99.639,895,156,Inspect,68,6,43,22-02-2022,23211,2321
968,NOLSM152617152,Oxidation,dry,1050.330482,36.92,0.197,59,Photo,16.445,14.788,20.009,201.192,90,500.848,4014.071,4970.261,5.014,92.849,30.007,photo_li,405,109.055,Etching,70.467,50.724,Implantation,32021.918,102.771,909,153,Inspect,83,6,44,22-02-2022,23222,2322
969,NOLSM153618153,Oxidation,wet,1083.162456,32.06,0.207,164,Photo,13.988,14.904,20.003,201.11,90,501.817,3985.686,5001.707,4.984,90.514,30.005,photo_li,436,109.296,Etching,69.779,50.849,Implantation,30633.38,104.584,905,154,Inspect,68,6,45,22-02-2022,23233,2323
970,NOLSM154619154,Oxidation,wet,1155.897771,29.95,0.204,115,Photo,17.367,15.074,20.005,204.58,90,502.391,4047.541,5139.623,5.067,91.647,30.002,photo_li,436,107.562,Etching,68.809,51.179,Implantation,30605.867,102.588,886,156,Inspect,69,6,46,22-02-2022,23311,2331
971,NOLSM155620155,Oxidation,dry,1241.776954,29.79,0.196,8,Photo,16.09,14.99,20,198.61,90.001,507.183,3955.393,5050.582,5.084,92.47,29.995,photo_li,436,109.621,Etching,71.225,51.177,Implantation,32150.501,102.687,898,154,Inspect,107,6,47,22-02-2022,23322,2332
972,NOLSM156621156,Oxidation,dry,1252.690208,28.05,0.203,167,Photo,19.026,14.99,19.997,201.173,89.999,501.286,4062.804,5081.391,4.928,89.766,30.005,photo_li,405,106.551,Etching,72.395,51.828,Implantation,33009.054,101.899,915,154,Inspect,75,6,48,22-02-2022,23333,2333
973,NOLSM157622157,Oxidation,dry,1119.81338,33.6,0.204,114,Photo,18.891,14.97,20.003,199.005,90,503.396,4071.633,4954.072,5.035,90.765,30,photo_li,405,107.389,Etching,70.481,51.486,Implantation,31843.827,100.682,912,152,Inspect,31,6,49,22-02-2022,23311,2331
974,NOLSM158623158,Oxidation,wet,1170.583921,32.18,0.206,104,Photo,13.788,14.917,20.001,201.381,90.001,501.423,3985.677,5046.224,5.043,93.139,29.99,photo_li,436,108.456,Etching,71.438,51.429,Implantation,31872.384,104.516,898,152,Inspect,71,6,50,22-02-2022,23322,2332
975,NOLSM159624159,Oxidation,dry,1054.410254,35.01,0.214,122,Photo,18.771,15.039,20.003,202.401,90.001,501.079,3978.724,5011.243,5.052,91.971,29.993,photo_li,436,107.193,Etching,71.532,50.959,Implantation,31336.263,102.568,895,156,Inspect,61,6,51,22-02-2022,23333,2333
976,NOLSM160625160,Oxidation,wet,1072.53192,38.58,0.201,130,Photo,20.701,15.109,19.997,195.089,90,501.572,4056.014,4859.641,5.047,90.932,30.016,photo_li,405,108.586,Etching,71.573,51.516,Implantation,33259.559,103.466,866,157,Inspect,120,6,52,22-02-2022,23311,2331
977,NOLSM161626161,Oxidation,wet,1024.800202,31.09,0.209,158,Photo,11.253,15.018,19.997,201.484,89.999,497.102,4029.12,4919.492,4.96,90.563,30.006,photo_li,405,109.346,Etching,71.271,51.365,Implantation,31061.816,100.571,908,153,Inspect,135,6,53,22-02-2022,23322,2332
978,NOLSM162627162,Oxidation,wet,1154.855062,33.94,0.213,68,Photo,15.286,15.061,19.991,203.223,90.001,500.154,3971.194,5012.291,5.077,92.931,29.999,photo_li,405,107.295,Etching,71.035,51.542,Implantation,32412.623,100.917,905,150,Inspect,135,6,54,22-02-2022,23333,2333
979,NOLSM676261676,Oxidation,dry,893.5374414,22.47,0.222,23,Photo,17.587,15.049,20.004,199.464,90,499.464,3989.271,4986.589,4.988,91.042,30.002,photo_li,405,109.705,Etching,71.904,52.126,Implantation,32473.356,105.315,861,158,Inspect,156,26,28,22-02-2022,32111,3211
980,NOLSM677262677,Oxidation,dry,886.9805117,22.48,0.222,23,Photo,16.445,15.014,20.002,199.89,90,499.89,3997.81,4997.262,5.012,91.411,29.998,photo_li,405,110.249,Etching,71.907,52.343,Implantation,32478.804,105.858,860,159,Inspect,102,26,29,22-02-2022,32122,3212
981,NOLSM678263678,Oxidation,dry,883.8129911,22.48,0.224,24,Photo,18.774,14.957,19.995,200.404,89.999,500.404,4008.075,5010.094,5.011,91.484,30.011,photo_li,405,110.26,Etching,72.034,52.308,Implantation,32479.394,105.769,861,159,Inspect,147,26,30,22-02-2022,32133,3213
982,NOLSM679264679,Oxidation,dry,880.7635638,22.46,0.223,25,Photo,17.192,14.959,20.003,200.525,90.001,500.525,4010.5,5013.125,5.01,91.538,29.994,photo_li,405,110.231,Etching,72.015,52.325,Implantation,32475.954,105.814,860,159,Inspect,129,26,31,22-02-2022,32111,3211
983,NOLSM680265680,Oxidation,dry,884.6014471,22.48,0.223,25,Photo,16.456,15.005,20.004,200.524,90,500.524,4010.486,5013.107,5.012,91.542,30,photo_li,405,110.369,Etching,72.006,52.381,Implantation,32473.014,105.952,861,159,Inspect,93,26,32,22-02-2022,32122,3212
984,NOLSM681266681,Oxidation,dry,894.3038279,22.51,0.223,25,Photo,16.714,14.991,19.999,200.489,90,500.489,4009.779,5012.223,5.013,91.805,29.994,photo_li,405,110.857,Etching,71.986,52.406,Implantation,32492.602,106.016,860,159,Inspect,120,26,33,22-02-2022,32133,3213
985,NOLSM682267682,Oxidation,dry,887.9262549,22.49,0.225,25,Photo,16.767,14.876,20.001,201.054,90,501.054,4021.084,5026.355,5.027,91.705,29.988,photo_li,405,110.866,Etching,72.195,52.573,Implantation,32486.114,106.433,861,160,Inspect,54,26,34,22-02-2022,32111,3211
986,NOLSM683268683,Oxidation,dry,881.0157989,22.48,0.225,232,Photo,17.367,15.133,19.999,201.209,90,501.209,4024.184,5030.23,5.031,91.794,30.002,photo_li,405,110.764,Etching,72.137,52.568,Implantation,32477.288,106.419,861,160,Inspect,84,26,35,22-02-2022,32122,3212
987,NOLSM684269684,Oxidation,dry,891.5301096,22.48,0.225,232,Photo,16.09,14.849,19.998,201.214,90,501.214,4024.274,5030.342,5.027,91.805,30.006,photo_li,405,110.863,Etching,72.165,52.593,Implantation,32475.062,106.482,861,160,Inspect,30,26,36,22-02-2022,32133,3213
988,NOLSM6852610685,Oxidation,dry,887.6966097,22.48,0.225,232,Photo,19.026,15.075,20.006,201.005,89.999,501.005,4020.102,5025.128,5.028,91.721,29.99,photo_li,405,110.82,Etching,72.166,52.621,Implantation,32474.777,106.552,860,160,Inspect,48,26,37,22-02-2022,32211,3221
989,NOLSM6862611686,Oxidation,wet,1280.775372,44.95,0.225,32,Photo,18.891,14.983,20.005,201.165,90.001,501.165,4023.292,5029.114,5.025,91.692,29.991,photo_li,405,110.701,Etching,72.779,52.57,Implantation,32474.989,106.425,860,160,Inspect,15,26,38,22-02-2022,32222,3222
990,NOLSM6872612687,Oxidation,wet,1291.311533,45.02,0.225,32,Photo,13.788,14.907,20.003,201.124,90,501.124,4022.471,5028.089,5.008,91.72,29.989,photo_li,405,110.788,Etching,72.569,52.282,Implantation,32484.167,105.706,861,159,Inspect,141,26,39,22-02-2022,32233,3223
991,NOLSM6882613688,Oxidation,wet,1292.735143,44.99,0.225,32,Photo,18.771,14.893,20.003,200.92,89.999,500.92,4018.404,5023.005,5.023,91.694,29.997,photo_li,405,110.746,Etching,71.431,52.567,Implantation,32482.503,106.417,861,160,Inspect,240,26,40,22-02-2022,32211,3221
992,NOLSM6892614689,Oxidation,wet,1275.714282,44.97,0.225,32,Photo,20.701,15.084,20.01,201.088,90,501.088,4021.769,5027.211,5.027,91.717,30,photo_li,405,110.657,Etching,72.52,52.483,Implantation,32478.466,106.208,861,159,Inspect,165,26,41,22-02-2022,32222,3222
993,NOLSM6902615690,Oxidation,wet,1284.340034,44.96,0.225,32,Photo,11.253,14.966,20.001,201.159,90,501.159,4023.187,5028.983,5.028,91.789,29.998,photo_li,405,110.568,Etching,72.757,52.411,Implantation,32471.405,106.027,860,159,Inspect,168,26,42,22-02-2022,32233,3223
